,x,y,z
684,-28.59375,12.7856,96.9107
685,-28.59375,12.7856,96.8924
686,-28.59375,12.7856,96.90765
687,-28.59375,12.7856,96.8863
688,-28.59375,12.7856,96.93509999999999
689,-28.59375,12.7856,96.90765
690,-28.59375,12.7856,96.9046
691,-28.59375,12.7856,96.8863
692,-28.59375,12.7856,96.9046
693,-28.59375,12.7856,96.88935000000001
694,-28.59375,12.7856,96.8924
695,-28.59375,12.7856,96.89545
696,-28.59375,12.7856,96.8924
697,-28.59375,12.7856,96.87715
698,-28.59375,12.7856,96.86495000000001
699,-28.59375,12.7856,96.8497
700,-28.59375,12.7856,96.83445
701,-28.59375,12.7856,96.8314
702,-28.59375,12.7856,96.7948
703,-28.59375,12.7856,96.81005
704,-28.59375,12.7856,96.7765
705,-28.59375,12.7856,96.81005
706,-28.59375,12.7856,96.77345000000001
707,-28.59375,12.7856,96.8131
708,-28.59375,12.7856,96.79785
709,-28.59375,12.7856,96.7948
710,-28.59375,12.7856,96.8192
711,-28.59375,12.7856,96.80395
712,-28.59375,12.7856,96.73685
713,-28.59375,12.7856,96.8253
714,-28.59375,12.7856,96.8497
715,-28.59375,12.7856,96.8253
716,-28.59375,12.7856,96.8863
717,-28.59375,12.7856,96.88019999999999
718,-28.59375,12.7856,96.8985
719,-28.59375,12.7856,96.92595
720,-28.59375,12.7856,96.8863
721,-28.59375,12.7856,96.8924
722,-28.59375,12.7856,96.83749999999999
723,-28.59375,12.7856,96.86189999999999
724,-28.59375,12.7856,96.88935000000001
725,-28.59375,12.7856,96.88935000000001
726,-28.59375,12.7856,97.07845
727,-28.59375,12.7856,96.88325
728,-28.59375,12.7856,96.93815
729,-28.59375,12.7856,96.8741
730,-28.59375,12.7856,96.87105
731,-28.59375,12.7856,96.94120000000001
732,-28.59375,12.7856,96.93205
733,-28.59375,12.7856,96.95644999999999
734,-28.59375,12.7856,96.85884999999999
735,-28.59375,12.7856,96.8985
736,-28.59375,12.7856,96.92290000000001
